M0,T,T_scaled,centroid_Time,mean,t_rise,var,skewness,kurtosis,mean/peak,zero_cross,fm,T_max,Ts,As,Er/Mw,apparent_stress,depth
0.023341554690443453,0.058485139022051776,0.8181580656393659,0.34012602234336403,0.034882982668464284,0.18261126756712512,0.0062369880795458505,0.541811061940178,0.14938445740467549,0.299804495618369,0.1891891891891892,0.3059682698076987,0.233697654427142,0.04419319097497879,0.02394409512134564,0.011772913569338198,0.011741061903700282,21.0
0.0725993509774961,0.037392138063279005,0.5464590827511738,0.17688389847167427,0.14283655377765503,0.12045643470841699,0.021573033096255877,0.3169332429434228,0.043191750224008466,0.5427149804838437,0.08108108108108109,0.4507378713730507,0.39201915221974676,0.31575714711090036,0.053772972287402444,0.01931209584576338,0.01928048717640942,12.0
0.027355334690014624,0.019654841802492808,0.5151601423655782,0.14192912064080732,0.16225588738383068,0.10801178421010171,0.06779986986409663,0.618343412092823,0.2147474734891829,0.2213148262002008,0.08108108108108109,0.6470446889547214,0.3935281837159944,0.30962017434616823,0.05660098206376915,0.024966806543942576,0.08278849171284038,219.0
0.05624750812462799,0.04554170661553212,0.6477290823146199,0.3660874510894717,0.0916085294613141,0.38922972630091657,0.02480644023949512,0.5538066016428116,0.19110949295673926,0.24373034207886507,0.1891891891891892,0.5065249108094186,0.8677002930420133,0.7719617946460506,0.06893009996568121,0.0905807815929812,0.09055146999324219,16.0
0.04986206752754072,0.0488974113135187,0.6795596973877354,0.22876981444528827,0.07859079897443433,0.16759850521780673,0.035475632278096206,0.6263614109885165,0.2103579464789526,0.16467911539925495,0.1891891891891892,0.5455132285321131,0.34377474623898185,0.1899799244214818,0.046029573528901656,0.06119495011738893,0.06116469137941696,7.0
0.18702967934431722,0.11025886864813039,0.5209882550474705,0.18992092656336787,0.1584938827852048,0.16495976737880516,0.02226646629139912,0.3752849945316255,0.052435874145395786,0.5535406744936741,0.08108108108108109,0.46649949594909224,0.5716186385571255,0.0,0.14438330916323086,0.0026187926589731894,0.002586645945753233,48.0
0.032956021612944454,0.045062320230105465,0.7169754459937209,0.3281547740267172,0.06486205261530081,0.22325622523533442,0.006773972638333065,0.3487945828177164,0.04554602486727355,0.5600242935404073,0.02702702702702703,0.2784093980740328,0.40124101136651236,0.11130136986285762,0.06500057361680156,0.007059133437618565,0.007027129841570876,28.0
0.15730154337375526,0.10690316395014382,0.5977103259730098,0.3049851810239165,0.1148818505432337,0.22325762668181415,0.018778134767386424,0.36127509302835004,0.04405952401598153,0.47218876130027526,0.35135135135135137,0.43093070660225974,0.5937827576793682,0.3677171839777202,0.05628944377878896,0.014002216633155718,0.01397043682043431,9.0
0.07013560823028925,0.09683604985618409,0.8238025104344754,0.42102244708233855,0.03347457833227413,0.09474286224295073,0.009911283923282945,0.5120824623122833,0.11752612591210762,0.23806166859664712,0.4594594594594595,0.3449771195264954,0.11843733085951827,0.00927511415524815,0.06282030857137336,0.02124829654092448,0.021216750277596223,7.0
0.17815505143875818,0.10642377756471716,0.5361246189455036,0.28301232712422186,0.14903884968203834,0.24722560667747825,0.045887816943837784,0.40173821026926687,0.029053886232667386,0.3800593518545606,0.1891891891891892,0.5294639993524597,0.7997682318395594,0.0,0.29295780458851217,0.010215149013163583,0.010183247139022043,32.0
0.05979039341837911,0.027804410354745925,0.5070473114549741,0.17968668987979022,0.16760853290554573,0.15161015256107818,0.028514660343889678,0.3203002028531238,0.028653920876469785,0.5894418421741098,0.02702702702702703,0.4686291349780455,0.5527429830669605,0.1808647260277697,0.08269802409223138,0.028535980216280975,0.02850466884310761,26.0
0.13507579807645145,0.07622243528283797,0.5642048452783474,0.16049931275034832,0.13264446657316634,0.12211656817654701,0.024239850525552883,0.3653979324050978,0.042418018084549314,0.47170994369028074,0.1891891891891892,0.4608596118986085,0.3742684060001092,0.09264391479918618,0.08478085114657678,0.01415941896739011,0.014127644221543792,9.0
0.06293838500938653,0.05656759348034516,0.690695248814818,0.32274127299410316,0.0743351331592376,0.1898115333931797,0.007587965568136803,0.3176008030667167,0.031339875652799616,0.6139352301948694,0.08108108108108109,0.2861129917715337,0.3736951983295715,0.1214196762140265,0.04241611138530101,0.004637110964253299,0.004605029303703547,54.0
0.07026081044320051,0.062320230105465,0.6908928441021611,0.22156197154276747,0.07426095293010447,0.17661878600546335,0.019095221223028716,0.4783188690757318,0.07066296685325639,0.3320972652726041,0.1891891891891892,0.4210757341837306,0.3482153212715192,0.11825770547984968,0.05918697629426705,0.013137260034849468,0.01310545234363584,14.0
0.08431847745978494,0.05465004793863854,0.6192208605623668,0.25005887191577475,0.10442410152798157,0.19248823629520637,0.007865349401974215,0.3516718814618424,0.09294022038083384,0.6152202996719616,0.1891891891891892,0.35036183594754317,0.4798326591859358,0.015651755136980004,0.12062509164168754,0.0009846069996855287,0.0033485737993515026,80.0
0.16600960959170072,0.05704697986577181,0.38981172008861886,0.08237106961570378,0.26229743141839795,0.09925392322649351,0.06811491646582729,0.3201544313354322,0.011883608139404839,0.5717005167345849,0.13513513513513514,0.5837007607336079,0.5511482254702171,0.10544340302833942,0.1428865587700498,0.0006142294526779242,0.003742532130350904,590.0
0.11220866141970046,0.04410354745925216,0.46162018272701477,0.05108642947110626,0.20023334281529376,0.019244371904584005,0.11472706118950085,0.6605426027201657,0.296822369561142,0.15886250584799436,0.24324324324324326,0.7655673635572531,0.12110529010905943,0.04725058154564537,0.18368137183339078,0.01637920142102212,0.054563353006466406,194.0
0.21192610430293427,0.10354745925215723,0.4284348729625692,0.17999829729348477,0.2271841426343294,0.15667156228737183,0.06818996091509674,0.49794388304232023,0.0941392313503416,0.3995954464469083,0.08108108108108109,0.6210476616202796,0.7358627575566311,0.6271590232281209,0.11376523975398455,0.010880288290066634,0.010848407854133747,14.0
0.21525457242811172,0.10067114093959731,0.40914656602535937,0.07987954357818257,0.2441878709288055,0.013060053278332623,0.04612396359727302,0.3508320871666163,0.11307789300256757,0.43348959997047565,0.13513513513513514,0.6252331524449227,0.11825697136868318,0.04024737035226291,0.2201487138027587,0.0015930105660937038,0.005329584407772011,170.0
0.07232506167697471,0.06711409395973154,0.7093720082241659,0.2367764309873604,0.06752298595796738,0.17877466458135,0.018354347822592175,0.521682158560368,0.13369144758362783,0.2591223687845531,0.1891891891891892,0.44011594704222623,0.33119594393056123,0.01300925102293141,0.050228080281816,0.013244465221489102,0.013212660985702,26.0
0.10569995058843656,0.062320230105465,0.5929453089912364,0.21693171888474977,0.11729551313219065,0.09614578818311001,0.010953945604409064,0.3455728953455463,0.08525946864101942,0.5824167562895777,0.08108108108108109,0.3883747504979809,0.27246433542074977,0.08347602739719329,0.08436528840923155,0.010027790990912475,0.009995883078017178,13.0
0.14903798110342753,0.06184084372003835,0.4619759348435932,0.09932635087846728,0.19995936015231305,0.06422892180602133,0.06199198632073223,0.4608670257425172,0.08414063020556505,0.3797733165428591,0.02702702702702703,0.6010097616220613,0.2974144853057069,0.1260896637607198,0.1310681233121473,0.020041773739898027,0.020010188588972053,26.0
0.05179773829798974,0.07430488974113135,0.7991326246690834,0.4076713876657544,0.039818231976325766,0.247962281895864,0.0078124135370424294,0.5872137957712262,0.17744905525985125,0.2928320538860649,0.1891891891891892,0.3357809336360922,0.33848871539631925,0.0,0.027923171486818405,0.009138090550965493,0.009106153962032366,44.0
0.04167254122815063,0.10019175455417066,0.9183208303032956,0.5373357608367828,0.013246312112777114,0.30101778472092094,0.002991622237764402,0.41217648905961585,0.04659180249235429,0.3732891642497852,0.2972972972972973,0.17744894301535555,0.2754196429409798,0.15272744026039234,0.028456324752517442,0.0028038574655875133,0.002771716717223677,31.0
0.09684182185147268,0.029304989589858315,0.4089974209755807,0.0722122967329701,0.244323401351749,0.0516330460360538,0.06736307808100393,0.3651335628179512,0.033986830013398486,0.5046796929154602,0.02702702702702703,0.5985879821675842,0.29700765569031023,0.05342465753419169,0.13245007097730316,0.04317784901611969,0.043147009566839666,7.0
0.07462925386752818,0.07046979865771812,0.7177871828974957,0.20611990149431353,0.06458170606079423,0.0904750817139168,0.013841193144053928,0.5356539518245945,0.16549314545102506,0.28255767734663634,0.24324324324324326,0.41578777416700785,0.16674230734299192,0.037330894239711865,0.10028446139170673,0.015467983629508537,0.015436251060130766,12.0
0.05590739929875388,0.08308947847022478,0.8164335638239612,0.6206579086794937,0.035318279638223364,0.6880049584550512,0.00549467889493472,0.5129371031179616,0.1635068882375808,0.29929638166603467,0.24324324324324326,0.32197731533797685,0.8870195319080239,0.12320525968746754,0.024163499367038432,0.016062655440987797,0.01603094203864279,22.0
0.09843558706201756,0.04650047938638543,0.5281394238072848,0.29889403762333344,0.15397087099883508,0.2662033073265977,0.12855851655609654,0.8142478762218176,0.5500670158688142,0.035105760259958034,0.16216216216216217,0.7999689516486576,0.881133743347073,0.9024435394295769,0.18239178070783316,0.02510015062240374,0.1016844293140945,389.0
0.09657251700501363,0.08101629913710451,0.6921936265052839,0.19066880378991194,0.07377376605647808,0.12024098661873311,0.014540665776702892,0.44362588864967645,0.0806474769037639,0.3383526680895219,0.24324324324324326,0.4112473273140443,0.23930775636872434,0.02736918931058145,0.14077680255468455,0.015212313880958507,0.015180573071038444,12.0
0.18999278596958138,0.46534352683498453,0.9521927540033054,0.848283335595857,0.007338664966053391,0.8558245067492803,0.0014272652729046787,0.5301467060814984,0.25037890768156823,0.24922785446091522,0.3783783783783784,0.2171633942203618,0.7127524916448996,0.020380718794838548,0.03902221223057977,0.002089240035293594,0.002057076253998626,25.0
0.06301492954641907,0.09204218600191755,0.8332869605790328,0.3817804174836725,0.03116347059650514,0.1470212196329823,0.004335796271003305,0.4793624715385507,0.09340667333204886,0.4213138953876707,0.2972972972972973,0.22820826104324665,0.1782536433098571,0.0389014496608328,0.06898365409259374,0.003515639623598818,0.003483521816773324,36.0
0.07587991625648681,0.02444870565675935,0.4227938932212884,0.10227189314894332,0.23205095983850446,0.07335170360382538,0.09234829213167166,0.594096617373206,0.20002150049020298,0.2751891076693179,0.13513513513513514,0.7038636276382589,0.37979765537213517,0.26198630136929524,0.07261258491674967,0.017834005703191665,0.06006314718825381,134.0
0.3483964031308708,0.7694151520187493,0.6465951576025945,0.35279130166298034,0.09209668180779453,0.29860207309065145,0.014027777474448814,0.46631958293105874,0.08587759989515277,0.413241823616635,0.13513513513513514,0.4080036418728318,0.6716799818882644,0.0,0.1280968285279896,0.00011419667304578637,8.196923388827618e-05,38.0
0.0972862234873139,0.05992329817833174,0.6041252442424941,0.2228594233208085,0.11168892494191424,0.07630838531814843,0.008736530483110665,0.4068818825532533,0.16067698900033758,0.5238360079101854,0.13513513513513514,0.40522691842147807,0.2124630149737877,0.13692470680982505,0.07366032804478834,0.013462582398820953,0.013430785193146052,38.0
0.06458579037575862,0.0728667305848514,0.7608578571277969,0.4531917513342407,0.05068564842972378,0.24785437478202146,0.0026235779008848986,0.2330505362379724,0.11787086893366967,0.6287034011850506,0.13513513513513514,0.21059367457409855,0.38444802173255865,0.13879146723829178,0.04529978290227995,0.0033247306289846726,0.003292606668935671,30.0
0.08084636071135332,0.09012464046021093,0.7719121300543451,0.22188189958559465,0.047411848997573294,0.08085266141655917,0.010892950055458194,0.552276985242342,0.177793690786456,0.2601340544983404,0.24324324324324326,0.37782071642527365,0.12283738812341775,0.009917943849175546,0.04487290015544921,0.007794942524103188,0.007762962644008482,31.0
0.07464769398690395,0.0987535953978907,0.8159336744306498,0.3663167888798299,0.0354449021921084,0.07466592538703937,0.0073199061751210975,0.5174451219240052,0.13426728135899593,0.2667494434942065,0.40540540540540543,0.3348917164460242,0.09603340292292267,0.06829856787043997,0.03738295956781416,0.03418512245436709,0.03415399315933166,8.0
0.03399450307901622,0.07526366251198466,0.8599960342035159,0.6234624353004904,0.025012883294747018,0.3850981893408805,0.0021101891294450724,0.44210022752185146,0.10333196446416237,0.47904145473709914,0.24324324324324326,0.17659566349310016,0.4299466481100767,0.2753244412403858,0.014436051019586971,0.006834135317328296,0.006802124469368647,6.0
0.04658089488250578,0.01725790987535954,0.4278238110455585,0.11043961221533477,0.22770719220929506,0.08248238133781444,0.059315530396450385,0.37150152489290356,0.0301694823183165,0.5152609875162405,0.02702702702702703,0.5765431800485511,0.4133611691024174,0.14023972602734083,0.14195097810243684,0.007182291367343048,0.02692563410109906,224.0
0.10544279415795975,0.040268456375838924,0.465745448074103,0.09959272105975289,0.1970749798489608,0.06582306397250877,0.06087902085622816,0.45172481081287297,0.05934422069831027,0.4093934420076193,0.08108108108108109,0.5919686371441775,0.2998274466364433,0.09199398937655802,0.16293870320960355,0.039652579583176965,0.039621626510435375,16.0
0.0383916948684867,0.030201342281879196,0.593245381662315,0.3575014977308784,0.1171424478069809,0.27150547402294845,0.04089376368712697,0.48888438938510426,0.08023843995515612,0.30680757670453895,0.08108108108108109,0.5132827291667694,0.7278556516557476,0.546388542964121,0.09339331380936716,0.06685734346013247,0.06682726722773923,14.0
0.07369496257672022,0.07813998082454458,0.7502944040126808,0.31606194039482727,0.05392199981532759,0.1921978085840192,0.009901766119566245,0.5223269845798882,0.14651927136862675,0.28668763281322823,0.24324324324324326,0.38339448723955044,0.30982626234074556,0.186759925702168,0.044395710418663206,0.009379749291037588,0.009347820491042026,55.0
